identidade,idempenho,data,numnaturezaemp,organograma
17700,"21.285.507,00",2024-12-20,"31.911.303.000.000,00",2.016
17700,"21.285.499,00",2024-12-20,"31.911.303.000.000,00",2.014
17700,"21.285.498,00",2024-12-20,"31.911.303.000.000,00",2.013
17700,"21.285.496,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.285.495,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.285.494,00",2024-12-20,"31.911.303.000.000,00",2.001
17700,"21.285.493,00",2024-12-20,"31.911.303.000.000,00",2.011
17700,"21.285.491,00",2024-12-20,"31.911.303.000.000,00",2.018
17700,"21.285.490,00",2024-12-20,"31.911.303.000.000,00",2.009
17700,"21.285.487,00",2024-12-20,"31.911.303.000.000,00",2.007
17700,"21.285.486,00",2024-12-20,"31.911.303.000.000,00",2.006
17700,"21.285.448,00",2024-12-20,"31.911.303.000.000,00",2.005
17700,"21.285.446,00",2024-12-20,"31.911.303.000.000,00",2.001
17700,"21.284.987,00",2024-12-20,"31.901.302.000.000,00",2.021
17700,"21.284.979,00",2024-12-20,"31.901.302.000.000,00",2.02
17700,"21.284.956,00",2024-12-20,"31.901.302.000.000,00",2.017
17700,"21.284.945,00",2024-12-20,"31.901.302.000.000,00",2.016
17700,"21.284.943,00",2024-12-20,"31.901.302.000.000,00",2.015
17700,"21.284.940,00",2024-12-20,"31.901.302.000.000,00",2.014
17700,"21.284.937,00",2024-12-20,"31.901.302.000.000,00",2.013
17700,"21.284.936,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.284.934,00",2024-12-20,"31.901.302.000.000,00",2.001
17700,"21.284.888,00",2024-12-20,"31.901.302.000.000,00",2.011
17700,"21.284.887,00",2024-12-20,"31.901.302.000.000,00",2.009
17700,"21.284.884,00",2024-12-20,"31.901.302.000.000,00",2.008
17700,"21.284.841,00",2024-12-20,"31.901.302.000.000,00",2.007
17700,"21.284.766,00",2024-12-20,"31.901.302.000.000,00",2.007
17700,"21.284.764,00",2024-12-20,"31.901.302.000.000,00",2.006
17700,"21.284.762,00",2024-12-20,"31.901.302.000.000,00",2.005
17700,"21.285.510,00",2024-12-20,"31.911.303.000.000,00",2.017
17700,"21.285.515,00",2024-12-20,"31.911.303.000.000,00",2.021
2.857,"21.277.759,00",2024-12-20,"33.901.414.000.000,00",5.001
17700,"21.285.519,00",2024-12-20,"31.911.303.000.000,00",2.011
17700,"21.397.442,00",2024-12-20,"33.901.899.000.000,00",2.012
17700,"21.397.408,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.392.566,00",2024-12-20,"33.904.601.000.000,00",2.012
17700,"21.392.415,00",2024-12-20,"33.904.901.000.000,00",2.012
17700,"21.392.377,00",2024-12-20,"31.901.110.000.000,00",2.012
17700,"21.392.312,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.391.919,00",2024-12-20,"33.901.899.000.000,00",2.012
17700,"21.391.760,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.391.754,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.391.132,00",2024-12-20,"33.904.901.000.000,00",2.012
17700,"21.391.100,00",2024-12-20,"33.904.601.000.000,00",2.012
17700,"21.391.082,00",2024-12-20,"31.901.110.000.000,00",2.012
17700,"21.391.072,00",2024-12-20,"33.901.899.000.000,00",2.012
17700,"21.390.989,00",2024-12-20,"33.903.966.000.000,00",2.016
17700,"21.390.938,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.390.845,00",2024-12-20,"33.909.115.000.000,00",2.016
17700,"21.390.687,00",2024-12-20,"33.904.901.000.000,00",2.012
17700,"21.390.669,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.390.567,00",2024-12-20,"33.904.601.000.000,00",2.012
17700,"21.390.541,00",2024-12-20,"33.901.899.000.000,00",2.012
17700,"21.390.334,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.390.308,00",2024-12-20,"31.901.101.000.000,00",2.012
17700,"21.369.229,00",2024-12-20,"32.902.101.000.000,00",2.009
17700,"21.369.217,00",2024-12-20,"33.904.717.000.000,00",2.008
17700,"21.369.121,00",2024-12-20,"31.911.303.000.000,00",2.008
17700,"21.369.053,00",2024-12-20,"33.904.712.000.000,00",2.009
17700,"21.285.524,00",2024-12-20,"31.911.303.000.000,00",2.011
17700,"21.285.523,00",2024-12-20,"31.911.303.000.000,00",2.011
17700,"21.285.522,00",2024-12-20,"31.911.303.000.000,00",2.011
17700,"21.284.759,00",2024-12-20,"31.901.302.000.000,00",2.002
17700,"21.284.758,00",2024-12-20,"31.901.302.000.000,00",2.001
17700,"21.284.605,00",2024-12-20,"33.904.901.000.000,00",2.011
17700,"21.284.603,00",2024-12-20,"33.904.601.000.000,00",2.011
2.857,"21.392.475,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.392.442,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.391.324,00",2024-12-20,"31.909.499.000.000,00",5.001
2.857,"21.391.294,00",2024-12-20,"33.904.601.000.000,00",5.001
2.857,"21.391.279,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.791,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.784,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.751,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.749,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.746,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.742,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.716,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.707,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.702,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.696,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.695,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.386.660,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.386.646,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.386.645,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.640,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.639,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.637,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.633,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.386.628,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.622,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.620,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.619,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.617,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.386.615,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.392.747,00",2024-12-20,"31.909.499.000.000,00",5.001
2.857,"21.392.804,00",2024-12-20,"31.901.302.000.000,00",5.001
2.857,"21.392.989,00",2024-12-20,"31.911.303.000.000,00",5.001
17700,"21.282.261,00",2024-12-20,"33.904.901.000.000,00",2.021
17700,"21.284.600,00",2024-12-20,"31.901.110.000.000,00",2.011
17700,"21.284.598,00",2024-12-20,"33.901.899.000.000,00",2.011
17700,"21.284.547,00",2024-12-20,"31.901.101.000.000,00",2.011
17700,"21.284.101,00",2024-12-20,"33.901.899.000.000,00",2.011
17700,"21.284.096,00",2024-12-20,"33.904.901.000.000,00",2.011
17700,"21.284.093,00",2024-12-20,"33.904.601.000.000,00",2.011
17700,"21.284.086,00",2024-12-20,"31.901.110.000.000,00",2.011
17700,"21.283.958,00",2024-12-20,"31.901.101.000.000,00",2.011
17700,"21.283.707,00",2024-12-20,"33.904.901.000.000,00",2.011
17700,"21.283.692,00",2024-12-20,"33.904.601.000.000,00",2.011
17700,"21.283.572,00",2024-12-20,"33.901.899.000.000,00",2.011
17700,"21.282.793,00",2024-12-20,"33.904.601.000.000,00",2.011
17700,"21.282.586,00",2024-12-20,"31.901.101.000.000,00",2.011
17700,"21.282.134,00",2024-12-20,"33.904.601.000.000,00",2.021
2.857,"21.400.016,00",2024-12-20,"31.901.101.000.000,00",5.001
17700,"21.282.084,00",2024-12-20,"31.901.110.000.000,00",2.021
17700,"21.282.012,00",2024-12-20,"31.901.175.000.000,00",2.021
17700,"21.281.751,00",2024-12-20,"31.901.101.000.000,00",2.021
17700,"21.281.558,00",2024-12-20,"33.901.899.000.000,00",2.02
17700,"21.281.541,00",2024-12-20,"31.901.101.000.000,00",2.02
17700,"21.281.511,00",2024-12-20,"44.905.191.000.000,00",2.016
17700,"21.281.524,00",2024-12-20,"33.904.601.000.000,00",2.02
17700,"21.281.507,00",2024-12-20,"31.901.109.000.000,00",2.02
17700,"21.281.321,00",2024-12-20,"44.905.191.000.000,00",2.016
17700,"21.281.323,00",2024-12-20,"31.901.175.000.000,00",2.02
2.857,"21.400.437,00",2024-12-20,"33.904.901.000.000,00",5.001
2.857,"21.400.137,00",2024-12-20,"31.911.303.000.000,00",5.001
2.857,"21.400.045,00",2024-12-20,"33.904.601.000.000,00",5.001
17700,"21.397.446,00",2024-12-20,"33.904.601.000.000,00",2.012
17700,"21.397.501,00",2024-12-20,"31.901.302.000.000,00",2.018
17700,"21.397.580,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.408.749,00",2024-12-26,"31.901.175.000.000,00",2.018
2.857,"21.422.016,00",2024-12-27,"44.905.242.000.000,00",5.001
2.857,"21.421.972,00",2024-12-27,"44.905.208.000.000,00",5.001
2.857,"21.421.946,00",2024-12-27,"44.905.235.000.000,00",5.001
2.857,"21.421.917,00",2024-12-27,"44.905.208.000.000,00",5.001
2.857,"21.421.789,00",2024-12-27,"44.905.235.000.000,00",5.001
2.857,"21.421.721,00",2024-12-27,"33.903.043.000.000,00",5.001
2.857,"21.421.705,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.689,00",2024-12-27,"33.903.043.000.000,00",5.001
2.857,"21.421.676,00",2024-12-27,"33.903.043.000.000,00",5.001
2.857,"21.421.600,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.571,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.556,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.516,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.467,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.086,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.421.005,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.420.962,00",2024-12-27,"44.905.242.000.000,00",5.001
2.857,"21.420.033,00",2024-12-27,"44.905.235.000.000,00",5.001
2.857,"21.419.939,00",2024-12-27,"44.905.235.000.000,00",5.001
2.857,"21.419.906,00",2024-12-27,"33.903.036.000.000,00",5.001
2.857,"21.419.859,00",2024-12-27,"33.903.020.000.000,00",5.001
2.856,"21.462.345,00",2024-12-27,"33.903.104.000.000,00",4.001
2.856,"21.462.333,00",2024-12-27,"33.903.999.000.000,00",4.001
2.858,"21.636.832,00",2024-12-27,"33.903.981.000.000,00",6.001
2.858,"21.417.476,00",2024-12-27,"33.903.699.000.000,00",6.001
2.858,"21.417.473,00",2024-12-27,"33.903.699.000.000,00",6.001
2.858,"21.417.346,00",2024-12-27,"33.904.801.000.000,00",6.001
17700,"21.429.894,00",2024-12-26,"33.904.601.000.000,00",2.012
17700,"21.408.979,00",2024-12-26,"31.901.302.000.000,00",2.012
2.857,"21.422.280,00",2024-12-27,"44.905.208.000.000,00",5.001
2.857,"21.422.310,00",2024-12-27,"44.905.208.000.000,00",5.001
2.857,"21.422.321,00",2024-12-27,"33.504.399.000.000,00",5.001
17700,"21.751.084,00",2024-12-30,"33.903.007.000.000,00",2.012
17700,"21.813.795,00",2024-12-30,"44.905.210.000.000,00",2.012
17700,"21.813.775,00",2024-12-30,"33.903.020.000.000,00",2.012
17700,"21.813.724,00",2024-12-30,"33.903.905.000.000,00",2.012
17700,"21.813.668,00",2024-12-30,"33.903.050.000.000,00",2.012
17700,"21.813.619,00",2024-12-30,"33.903.999.000.000,00",2.012
17700,"21.813.437,00",2024-12-30,"33.903.004.000.000,00",2.012
17700,"21.813.416,00",2024-12-30,"33.903.004.000.000,00",2.012
17700,"21.813.457,00",2024-12-30,"44.905.299.000.000,00",2.012
17700,"21.802.529,00",2024-12-30,"33.903.026.000.000,00",2.012
17700,"21.788.851,00",2024-12-30,"44.905.191.000.000,00",2.012
17700,"21.786.840,00",2024-12-30,"33.904.001.000.000,00",2.012
17700,"21.786.754,00",2024-12-30,"33.903.024.000.000,00",2.012
17700,"21.751.173,00",2024-12-30,"44.905.191.000.000,00",2.012
17700,"21.503.903,00",2024-12-30,"33.903.966.000.000,00",2.016
2.857,"21.422.339,00",2024-12-27,"33.903.950.000.000,00",5.001
17700,"21.436.659,00",2024-12-30,"44.905.191.000.000,00",2.016
17700,"21.435.582,00",2024-12-30,"33.903.999.000.000,00",2.012
17700,"21.434.742,00",2024-12-30,"44.905.252.000.000,00",2.014
17700,"21.434.509,00",2024-12-30,"44.905.191.000.000,00",2.016
17700,"21.434.502,00",2024-12-30,"44.905.191.000.000,00",2.016
17700,"21.434.469,00",2024-12-30,"44.905.191.000.000,00",2.016
2.857,"21.478.056,00",2024-12-30,"33.901.414.000.000,00",5.001
2.857,"21.462.660,00",2024-12-30,"33.901.414.000.000,00",5.001
2.857,"21.436.383,00",2024-12-30,"44.905.235.000.000,00",5.001
2.857,"21.436.333,00",2024-12-30,"33.903.043.000.000,00",5.001
2.856,"21.642.954,00",2024-12-30,"31.911.303.000.000,00",4.001
2.856,"21.462.352,00",2024-12-30,"33.903.999.000.000,00",4.001
2.857,"21.422.370,00",2024-12-27,"33.903.950.000.000,00",5.001
17700,"21.408.945,00",2024-12-26,"31.901.101.000.000,00",2.012
17700,"21.406.376,00",2024-12-26,"33.909.301.000.000,00",2.016
17700,"21.397.590,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.406.290,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.404.195,00",2024-12-23,"33.904.601.000.000,00",2.012
17700,"21.404.169,00",2024-12-23,"31.909.499.000.000,00",2.012
17700,"21.404.118,00",2024-12-23,"31.901.101.000.000,00",2.012
17700,"21.403.621,00",2024-12-23,"33.904.901.000.000,00",2.012
17700,"21.403.360,00",2024-12-23,"33.904.601.000.000,00",2.012
17700,"21.403.342,00",2024-12-23,"31.909.499.000.000,00",2.012
17700,"21.403.312,00",2024-12-23,"31.901.101.000.000,00",2.012
17700,"21.403.194,00",2024-12-23,"33.904.601.000.000,00",2.011
17700,"21.403.092,00",2024-12-23,"44.905.191.000.000,00",2.016
17700,"21.403.056,00",2024-12-23,"31.909.499.000.000,00",2.011
17700,"21.402.946,00",2024-12-23,"31.901.101.000.000,00",2.011
17700,"21.401.958,00",2024-12-20,"31.900.701.000.000,00",2.021
17700,"21.401.949,00",2024-12-20,"31.900.701.000.000,00",2.02
17700,"21.401.933,00",2024-12-20,"31.900.701.000.000,00",2.017
17700,"21.401.910,00",2024-12-20,"31.900.701.000.000,00",2.016
17700,"21.401.892,00",2024-12-20,"31.900.701.000.000,00",2.018
17700,"21.401.826,00",2024-12-20,"31.900.701.000.000,00",2.009
17700,"21.401.755,00",2024-12-20,"31.900.701.000.000,00",2.008
17700,"21.401.744,00",2024-12-20,"31.900.701.000.000,00",2.007
17700,"21.401.535,00",2024-12-20,"31.900.701.000.000,00",2.006
17700,"21.399.950,00",2024-12-20,"33.903.966.000.000,00",2.02
17700,"21.397.942,00",2024-12-20,"33.903.966.000.000,00",2.02
17700,"21.397.825,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.776,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.730,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.711,00",2024-12-20,"31.911.303.000.000,00",2.012
17700,"21.397.686,00",2024-12-20,"31.911.303.000.000,00",2.008
17700,"21.397.623,00",2024-12-20,"31.901.302.000.000,00",2.012
17700,"21.397.622,00",2024-12-20,"33.903.966.000.000,00",2.016
17700,"21.404.203,00",2024-12-23,"33.904.901.000.000,00",2.012
17700,"21.404.499,00",2024-12-23,"31.901.302.000.000,00",2.011
17700,"21.404.533,00",2024-12-23,"31.901.302.000.000,00",2.012
17700,"21.405.655,00",2024-12-26,"33.904.601.000.000,00",2.012
17700,"21.406.126,00",2024-12-26,"31.901.101.000.000,00",2.012
17700,"21.406.071,00",2024-12-26,"31.901.302.000.000,00",2.002
17700,"21.406.067,00",2024-12-26,"31.901.302.000.000,00",2.001
17700,"21.406.028,00",2024-12-26,"31.901.101.000.000,00",2.002
17700,"21.406.020,00",2024-12-26,"31.909.499.000.000,00",2.001
17700,"21.406.012,00",2024-12-26,"31.901.101.000.000,00",2.001
17700,"21.405.867,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.405.863,00",2024-12-26,"31.901.302.000.000,00",2.012
17700,"21.405.821,00",2024-12-26,"33.904.601.000.000,00",2.012
17700,"21.405.816,00",2024-12-26,"31.909.499.000.000,00",2.012
17700,"21.405.793,00",2024-12-26,"31.901.101.000.000,00",2.012
17700,"21.405.664,00",2024-12-26,"33.903.999.000.000,00",2.015
17700,"21.405.755,00",2024-12-26,"33.903.999.000.000,00",2.011
17700,"21.405.649,00",2024-12-26,"31.909.499.000.000,00",2.012
17700,"21.404.586,00",2024-12-23,"31.901.302.000.000,00",2.012
17700,"21.405.639,00",2024-12-26,"33.903.999.000.000,00",2.011
17700,"21.405.631,00",2024-12-26,"31.901.101.000.000,00",2.012
2.857,"21.416.953,00",2024-12-26,"33.903.950.000.000,00",5.001
2.857,"21.408.173,00",2024-12-26,"33.903.943.000.000,00",5.001
2.713,"21.397.321,00",2024-12-26,"31.909.407.000.000,00",1.001
2.713,"21.397.191,00",2024-12-26,"31.901.137.000.000,00",1.001
2.713,"21.397.193,00",2024-12-26,"33.904.601.000.000,00",1.001
2.713,"21.397.190,00",2024-12-26,"31.909.407.000.000,00",1.001
2.713,"21.397.192,00",2024-12-26,"33.903.645.000.000,00",1.001
2.713,"21.397.194,00",2024-12-26,"31.901.101.000.000,00",1.001
2.713,"21.397.142,00",2024-12-26,"31.911.303.000.000,00",1.001
2.856,"21.265.492,00",2024-12-26,"33.903.023.000.000,00",4.001
2.855,"21.404.825,00",2024-12-26,"33.900.899.000.000,00",3.001
2.857,"21.386.613,00",2024-12-20,"31.901.101.000.000,00",5.001
2.857,"21.277.729,00",2024-12-20,"33.901.414.000.000,00",5.001
17700,"21.253.710,00",2024-12-18,"33.901.899.000.000,00",2.009
2.857,"21.265.757,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.723,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.703,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.613,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.486,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.459,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.436,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.488,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.220,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.151,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.110,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.081,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.059,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.042,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.263.026,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.720,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.312,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.246,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.262.229,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.740,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.724,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.712,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.699,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.646,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.620,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.579,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.557,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.258.543,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.172,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.170,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.742,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.265.772,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.277.642,00",2024-12-20,"33.901.414.000.000,00",5.001
2.857,"21.270.341,00",2024-12-19,"33.901.414.000.000,00",5.001
17700,"21.279.899,00",2024-12-19,"33.904.601.000.000,00",2.017
17700,"21.279.848,00",2024-12-19,"33.901.899.000.000,00",2.017
17700,"21.279.805,00",2024-12-19,"31.901.175.000.000,00",2.017
17700,"21.279.484,00",2024-12-19,"31.901.101.000.000,00",2.017
17700,"21.278.551,00",2024-12-19,"33.901.899.000.000,00",2.016
17700,"21.278.525,00",2024-12-19,"33.904.901.000.000,00",2.016
17700,"21.278.509,00",2024-12-19,"31.901.101.000.000,00",2.016
17700,"21.278.495,00",2024-12-19,"33.904.601.000.000,00",2.016
17700,"21.278.242,00",2024-12-19,"31.901.110.000.000,00",2.016
17700,"21.277.832,00",2024-12-19,"31.901.175.000.000,00",2.016
17700,"21.277.307,00",2024-12-19,"31.901.101.000.000,00",2.016
17700,"21.275.272,00",2024-12-19,"33.904.901.000.000,00",2.015
17700,"21.275.227,00",2024-12-19,"33.904.601.000.000,00",2.015
17700,"21.275.101,00",2024-12-19,"31.901.175.000.000,00",2.015
17700,"21.274.896,00",2024-12-19,"31.901.101.000.000,00",2.015
17700,"21.274.454,00",2024-12-19,"33.904.901.000.000,00",2.014
17700,"21.274.344,00",2024-12-19,"33.904.601.000.000,00",2.014
17700,"21.274.181,00",2024-12-19,"31.901.110.000.000,00",2.014
17700,"21.274.164,00",2024-12-19,"33.901.899.000.000,00",2.014
17700,"21.274.120,00",2024-12-19,"31.901.109.000.000,00",2.014
17700,"21.274.030,00",2024-12-19,"31.901.175.000.000,00",2.014
17700,"21.273.972,00",2024-12-19,"33.903.914.000.000,00",2.015
17700,"21.273.926,00",2024-12-19,"31.901.101.000.000,00",2.014
17700,"21.273.504,00",2024-12-19,"33.903.999.000.000,00",2.015
17700,"21.273.357,00",2024-12-19,"33.903.999.000.000,00",2.015
17700,"21.273.252,00",2024-12-19,"33.903.914.000.000,00",2.015
17700,"21.273.215,00",2024-12-19,"33.904.901.000.000,00",2.013
17700,"21.273.178,00",2024-12-19,"33.903.999.000.000,00",2.021
17700,"21.273.186,00",2024-12-19,"33.904.601.000.000,00",2.013
2.857,"21.257.168,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.163,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.157,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.146,00",2024-12-19,"33.901.414.000.000,00",5.001
2.864,"21.386.441,00",2024-12-19,"31.901.101.000.000,00",13.001
2.864,"21.254.219,00",2024-12-19,"33.904.004.000.000,00",13.001
2.864,"21.242.575,00",2024-12-19,"33.903.628.000.000,00",13.001
17700,"21.273.139,00",2024-12-18,"31.901.110.000.000,00",2.013
17700,"21.273.028,00",2024-12-18,"31.901.175.000.000,00",2.013
17700,"21.272.776,00",2024-12-18,"31.901.101.000.000,00",2.013
17700,"21.264.403,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.263.930,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.263.653,00",2024-12-18,"33.901.899.000.000,00",2.012
17700,"21.263.266,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.263.184,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.262.096,00",2024-12-18,"33.904.901.000.000,00",2.012
17700,"21.261.818,00",2024-12-18,"33.904.601.000.000,00",2.012
17700,"21.261.771,00",2024-12-18,"33.901.899.000.000,00",2.012
17700,"21.261.676,00",2024-12-18,"31.901.175.000.000,00",2.012
17700,"21.260.668,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.260.328,00",2024-12-18,"33.904.601.000.000,00",2.001
17700,"21.260.157,00",2024-12-18,"31.901.101.000.000,00",2.001
17700,"21.257.230,00",2024-12-18,"33.904.601.000.000,00",2.011
17700,"21.257.225,00",2024-12-18,"33.901.899.000.000,00",2.011
17700,"21.257.222,00",2024-12-18,"31.901.175.000.000,00",2.011
17700,"21.257.212,00",2024-12-18,"31.901.101.000.000,00",2.011
17700,"21.256.996,00",2024-12-18,"31.901.302.000.000,00",2.001
17700,"21.256.750,00",2024-12-18,"33.904.901.000.000,00",2.018
17700,"21.256.572,00",2024-12-18,"33.904.601.000.000,00",2.018
17700,"21.256.518,00",2024-12-18,"33.901.899.000.000,00",2.018
17700,"21.256.172,00",2024-12-18,"31.901.109.000.000,00",2.018
17700,"21.254.674,00",2024-12-18,"31.901.101.000.000,00",2.018
17700,"21.254.343,00",2024-12-18,"33.904.601.000.000,00",2.009
2.864,"21.386.442,00",2024-12-19,"31.901.101.000.000,00",13.001
2.864,"21.386.443,00",2024-12-19,"33.903.607.000.000,00",13.001
2.864,"21.386.444,00",2024-12-19,"33.904.601.000.000,00",13.001
2.855,"21.254.888,00",2024-12-19,"33.900.899.000.000,00",3.001
2.857,"21.257.144,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.140,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.137,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.128,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.257.122,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.255.028,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.950,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.918,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.872,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.784,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.254.770,00",2024-12-19,"33.901.414.000.000,00",5.001
2.857,"21.253.719,00",2024-12-19,"33.909.199.000.000,00",5.001
2.855,"21.255.811,00",2024-12-19,"33.900.899.000.000,00",3.001
2.855,"21.252.477,00",2024-12-19,"33.904.710.000.000,00",3.001
2.864,"21.386.445,00",2024-12-19,"33.901.899.000.000,00",13.001
2.863,"21.270.347,00",2024-12-19,"33.904.712.000.000,00",12.001
2.863,"21.249.116,00",2024-12-19,"33.901.899.000.000,00",12.001
2.863,"21.249.080,00",2024-12-19,"31.911.303.000.000,00",12.001
2.863,"21.249.008,00",2024-12-19,"31.901.302.000.000,00",12.001
2.863,"21.247.539,00",2024-12-19,"33.904.601.000.000,00",12.001
2.863,"21.247.426,00",2024-12-19,"31.901.109.000.000,00",12.001
2.863,"21.247.357,00",2024-12-19,"31.901.101.000.000,00",12.001
2.864,"21.386.451,00",2024-12-19,"31.911.303.000.000,00",13.001
